t;R;G;B
0;0.279277781650663;45.135858344818;1.42212879596312
1;1.70398056638477;42.9891517098257;0.990020431035873
2;1.98647583399917;63.2721832251007;1.27219395005389
3;1.84008022265002;31.4110284693883;0.983263710512063
4;0.978437481566488;19.5497664641438;1.97907561628261
5;1.97521463312616;9.97517173331331;3.54663477780578
6;1.11453713783173;22.4001372794011;4.40055555257639
7;0.682750521500836;21.9680289144739;4.11098181584182
8;0.536033161555324;19.3930748977108;3.10744794375834
9;-0.0386098315646137;9.3899110365131;4.24708147210707
10;0.52895469243515;9.38572830476026;2.52862221888556
11;0.382559081086001;22.8110102369678;2.81143923509633
12;0.379019846525907;20.95033810415;3.09329100551798
13;1.80372263126002;21.9467935071133;3.66117727811412
14;1.65732701991087;22.6572144079021;6.0858747003716
15;4.0826679393611;21.7962151640113;6.08233546581152
16;7.79371624991285;12.5079766839517;6.07976147704055
17;9.2190625318397;12.647615574777;4.6476584745899
18;8.50059791614158;13.5005711037586;1.92920458384499
19;11.6398989709407;13.3541754924094;1.78313072109222
20;4.20782814334972;9.35065770775574;1.63609161255033
21;8.34712383567226;13.0610625211147;4.06143253200057
22;7.34358996358878;30.6285358830122;3.91439342345868
23;5.3400614539819;23.9113904365592;6.48291246829436
24;2.33653830685162;20.6221545358508;13.7650484499761
25;0.761578927611922;16.6186367511972;6.04662137161425
26;2.32913808913507;21.9001399606394;7.9002150353119
27;3.61162799427287;19.3258294410691;7.61160654436644
28;4.75093977402524;27.1790691813107;7.17949817943919
29;6.60485518631924;26.8894954445761;8.03309720561344
30;7.60034534349343;23.8856505488495;9.17176548817305
31;9.88218638896187;19.1678508802505;8.02505349070414
32;13.1643438205501;11.4500672990814;5.45042122253741
33;18.4464905271851;12.5897008274301;7.161158509446
34;12.1569489653101;10.1572814388597;9.58585593170348
35;10.7248459628595;25.5819091489213;8.86771306460175
36;5.29276441031526;15.4358889109346;12.7219395005389
37;2.28924126318498;21.8608866318821;10.7180892423357
38;0.714925381138016;21.4287782669548;13.0002520364005
39;-0.00353923456009397;29.5677307607746;12.7113217968587
40;1.13641604238501;21.9931253049908;9.9935114033065
41;0.560807803475939;21.4178388146782;6.27570637223094
42;0.271555815337749;21.986368584467;8.41469104091033
43;0.41087295756671;27.1246936685239;7.26765729484504
44;2.69303575163153;26.1211597964404;7.40697443707401
45;2.83267464245687;26.1179423104767;5.40344592746713
46;3.82913004542017;17.114451338206;6.40022307902682
47;10.397305891753;9.5401676310187;8.39731661670625
