t;R;G;B
0;0.290556900726401;43.4382566585956;6.39225181598064
1;0.145278450363193;23.5351089588378;2.90556900726394
2;0.581113801452787;30.2179176755448;3.05084745762713
3;1.16222760290557;12.9297820823245;3.9225181598063
4;1.30750605326877;16.7070217917676;3.63196125907992
5;0.72639225181598;17.8692493946731;3.05084745762713
6;0;13.0750605326877;2.46973365617434
7;0.871670702179173;14.2372881355932;4.93946731234867
8;0.290556900726401;20.774818401937;4.79418886198548
9;0.290556900726401;14.2372881355932;4.64891041162228
10;1.16222760290557;21.0653753026634;4.93946731234867
11;1.88861985472155;19.3220338983051;5.23002421307505
12;3.05084745762713;21.7917675544794;5.37530266343826
13;7.11864406779662;14.818401937046;4.93946731234867
14;6.53753026634384;16.5617433414044;9.00726392251816
15;6.68280871670703;14.3825665859564;9.00726392251816
16;6.10169491525424;20.6295399515739;8.42615012106538
17;3.9225181598063;14.5278450363196;8.13559322033899
18;2.61501210653753;10.0242130750605;8.28087167070218
19;3.05084745762713;19.6125907990315;7.6997578692494
20;1.74334140435836;22.0823244552058;7.6997578692494
21;2.32445520581115;24.5520581113801;9.29782082324456
22;1.59806295399515;23.2445520581114;9.58837772397096
23;2.03389830508476;26.0048426150121;11.3317191283293
24;1.74334140435836;23.3898305084746;11.0411622276029
25;0.581113801452787;39.225181598063;3.48668280871671
26;1.74334140435836;31.2348668280872;5.52058111380146
27;2.76029055690074;27.6029055690073;4.64891041162228
28;5.6;24.5520581113801;6.10169491525424
29;6.53753026634384;18.1598062953995;4.93946731234867
30;12.2033898305085;9.73365617433415;4.93946731234867
31;11.1864406779661;8.86198547215497;4.79418886198548
32;10.1694915254237;11.6222760290557;4.06779661016949
33;9.44309927360775;13.2203389830509;6.24697336561745
34;9.15254237288136;11.4769975786925;2.90556900726394
35;4.06779661016949;11.7675544794189;3.77723970944311
36;1.59806295399515;12.0581113801453;3.63196125907992
37;0.871670702179173;17.7239709443099;2.61501210653753
38;1.16222760290557;17.4334140435835;6.53753026634384
39;0.72639225181598;22.953995157385;8.71670702179178
40;1.16222760290557;22.953995157385;10.1694915254237
41;1.16222760290557;28.4745762711865;9.44309927360775
42;1.59806295399515;28.7651331719128;8.42615012106538
43;2.03389830508476;29.4915254237288;7.9903147699758
44;2.46973365617434;24.6973365617433;7.5544794188862
45;3.05084745762713;20.1937046004843;7.40920096852301
46;4.35835351089588;16.997578692494;7.11864406779662
47;4.79418886198548;12.6392251815981;6.53753026634384
48;6.10169491525424;12.2033898305085;8.28087167070218
49;5.95641646489105;12.9297820823245;9.00726392251816
50;5.23002421307505;17.2881355932203;9.15254237288136
51;3.19612590799032;24.1162227602906;8.86198547215497
52;2.03389830508476;23.5351089588378;7.26392251815982
53;1.30750605326877;26.0048426150121;7.6997578692494
54;0.581113801452787;23.9709443099274;6.24697336561745
55;0;21.0653753026634;6.39225181598064
56;0.290556900726401;30.9443099273608;7.6997578692494
57;0;29.9273607748184;7.26392251815982
58;0.435835351089594;25.1331719128329;4.93946731234867
59;1.16222760290557;31.5254237288136;3.9225181598063
60;2.17917675544795;26.4406779661017;4.50363196125909
61;5.08474576271186;21.6464891041162;2.90556900726394
62;9.73365617433415;21.0653753026634;6.24697336561745
63;13.365617433414;13.365617433414;5.81113801452784
64;14.818401937046;14.818401937046;5.52058111380146
65;10.8958837772397;14.09200968523;6.97336561743342
66;7.11864406779662;13.0750605326877;9.44309927360775
67;4.93946731234867;16.8523002421308;10.0242130750605
