t;R;G;B
0;0.132158590308364;40.0440528634361;10.0440528634361
1;0.528634361233472;35.4185022026432;8.45814977973568
2;1.85022026431719;38.3259911894273;7.9295154185022
3;3.03964757709251;22.2026431718062;9.51541850220264
4;4.09691629955947;24.9779735682819;8.32599118942731
5;5.94713656387664;26.5638766519824;8.06167400881057
6;7.00440528634361;17.0484581497797;9.91189427312776
7;8.45814977973568;27.2246696035242;11.6299559471366
8;5.41850220264317;19.295154185022;13.0837004405286
9;6.34361233480176;17.5770925110132;14.6696035242291
10;6.74008810572687;16.6519823788546;13.4801762114537
11;7.00440528634361;28.0176211453744;12.6872246696035
12;6.2114537444934;17.5770925110132;11.3656387665198
13;5.55066079295155;14.273127753304;9.64757709251101
14;5.15418502202643;13.3480176211454;10.704845814978
15;1.58590308370043;17.1806167400881;10.3083700440529
16;5.02202643171806;14.1409691629956;9.91189427312776
17;7.9295154185022;12.6872246696035;9.11894273127753
18;14.5374449339207;18.3700440528634;7.00440528634361
19;14.9339207048458;9.51541850220264;5.94713656387664
20;23.1277533039648;8.19383259911893;4.75770925110132
21;20.2202643171806;3.70044052863436;5.41850220264317
22;23.7885462555066;5.94713656387664;8.06167400881057
23;17.0484581497797;5.68281938325991;8.98678414096916
24;21.0132158590308;6.34361233480176;12.0264317180617
25;18.1057268722467;7.40088105726872;9.64757709251101
26;14.9339207048458;10.0440528634361;11.4977973568282
27;13.0837004405286;10.704845814978;11.8942731277533
28;11.1013215859031;12.0264317180617;14.8017621145374
29;9.64757709251101;15.726872246696;13.6123348017621
30;5.68281938325991;19.295154185022;17.0484581497797
31;6.2114537444934;17.9735682819383;15.3303964757709
32;5.68281938325991;28.942731277533;16.6519823788546
33;6.2114537444934;21.0132158590308;15.726872246696
34;6.47577092511013;17.9735682819383;11.2334801762115
35;7.53303964757708;20.0881057268722;14.6696035242291
36;4.88986784140968;15.9911894273128;10.704845814978
37;3.83259911894272;29.8678414096916;10.1762114537445
38;5.2863436123348;27.8854625550661;9.77973568281938
39;6.07929515418502;33.1718061674009;10.9691629955947
40;5.02202643171806;36.6079295154185;9.91189427312776
41;2.24669603524228;34.7577092511013;11.6299559471366
42;4.62555066079295;25.374449339207;8.32599118942731
43;5.81497797356828;23.7885462555066;3.03964757709251
44;7.26872246696036;24.5814977973568;4.49339207048459
45;8.85462555066079;24.3171806167401;3.03964757709251
46;7.9295154185022;16.3876651982379;4.75770925110132
47;13.7444933920705;9.64757709251101;5.68281938325991
48;14.5374449339207;10.8370044052863;4.49339207048459
49;19.6916299559471;8.32599118942731;1.58590308370043
50;14.4052863436123;12.4229074889868;7.53303964757708
51;21.0132158590308;11.2334801762115;8.19383259911893
52;23.7885462555066;14.9339207048458;8.59030837004405
53;19.5594713656388;12.0264317180617;9.51541850220264
54;14.5374449339207;12.6872246696035;10.5726872246696
55;12.2907488986784;15.8590308370044;9.77973568281938
56;7.53303964757708;18.6343612334802;11.3656387665198
57;6.87224669603523;13.3480176211454;12.0264317180617
58;4.88986784140968;8.59030837004405;12.4229074889868
59;4.22907488986783;22.4669603524229;17.4449339207048
60;4.09691629955947;14.1409691629956;19.295154185022
61;5.2863436123348;17.9735682819383;15.4625550660793
62;3.17180616740087;13.3480176211454;16.6519823788546
63;4.22907488986783;20.8810572687225;16.3876651982379
64;6.34361233480176;22.2026431718062;18.5022026431718
65;3.30396475770924;26.0352422907489;16.3876651982379
66;4.62555066079295;15.4625550660793;15.8590308370044
67;4.49339207048459;8.59030837004405;12.5550660792951
68;2.90748898678414;13.7444933920705;11.2334801762115
69;5.55066079295155;14.6696035242291;12.4229074889868
70;4.49339207048459;15.8590308370044;13.7444933920705
71;6.07929515418502;18.2378854625551;15.0660792951542
72;6.47577092511013;20.0881057268722;17.0484581497797
73;8.85462555066079;22.863436123348;16.1233480176211
74;7.00440528634361;21.1453744493392;17.5770925110132
75;7.66519823788545;23.7885462555066;14.9339207048458
76;8.45814977973568;25.6387665198238;15.4625550660793
77;11.1013215859031;21.4096916299559;13.7444933920705
78;8.32599118942731;18.1057268722467;12.2907488986784
79;9.38325991189427;19.0308370044053;11.2334801762115
80;10.3083700440529;18.2378854625551;7.79735682819383
81;11.2334801762115;20.7488986784141;13.4801762114537
82;11.1013215859031;24.8458149779736;16.9162995594714
83;10.1762114537445;27.3568281938326;13.6123348017621
84;8.45814977973568;21.2775330396476;7.40088105726872
85;8.72246696035241;25.9030837004405;10.1762114537445
86;8.06167400881057;24.7136563876652;11.2334801762115
87;6.74008810572687;22.7312775330396;15.4625550660793
88;8.19383259911893;28.6784140969163;13.3480176211454
89;8.98678414096916;15.4625550660793;11.8942731277533
